,Arousal_VOICE,Area_size,Ceiling_height,Light_contrast,Light_levels,Light_temperature,Blocked_path,Empty_room,Hiding_place,Interior_arrangement,Triggers_present,Battery_present,Note_present,Event,Cutscene,Channel_id
624,1.0,-1,0,1,0,1,0,0,0,0,-1,0,1,-1,0,JohnWolfe
625,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,JohnWolfe
626,1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,0,0,JohnWolfe
627,1.0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,0,JohnWolfe
628,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,JohnWolfe
629,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,JohnWolfe
630,1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,JohnWolfe
631,1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,JohnWolfe
632,1.0,0,0,1,-1,-1,-1,0,0,1,0,0,-1,0,0,JohnWolfe
633,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,JohnWolfe
634,1.0,1,1,1,1,0,0,0,0,0,0,-1,1,0,0,JohnWolfe
635,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,JohnWolfe
636,1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,JohnWolfe
637,1.0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,JohnWolfe
638,1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,JohnWolfe
639,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,JohnWolfe
640,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,-1,0,JohnWolfe
641,1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,JohnWolfe
642,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,JohnWolfe
643,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JohnWolfe
644,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,JohnWolfe
645,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JohnWolfe
646,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,JohnWolfe
647,1.0,0,0,1,1,0,1,0,0,0,-1,1,0,0,0,JohnWolfe
648,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,JohnWolfe
649,1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,JohnWolfe
650,1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,JohnWolfe
651,1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,JohnWolfe
652,-1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,JohnWolfe
653,-1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,JohnWolfe
654,-1.0,-1,0,1,0,0,1,0,0,0,0,0,0,-1,0,JohnWolfe
655,-1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,JohnWolfe
656,-1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,JohnWolfe
657,-1.0,0,0,-1,-1,0,-1,1,0,1,-1,0,0,0,0,JohnWolfe
658,-1.0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,JohnWolfe
659,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,JohnWolfe
660,-1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,-1,0,JohnWolfe
661,-1.0,0,0,-1,1,-1,0,1,0,0,1,0,-1,0,0,JohnWolfe
662,-1.0,0,0,1,-1,1,0,0,0,-1,1,0,-1,0,0,JohnWolfe
663,-1.0,0,0,-1,1,1,1,0,0,-1,0,0,1,0,0,JohnWolfe
664,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,JohnWolfe
665,-1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,JohnWolfe
666,-1.0,-1,-1,-1,-1,0,0,0,0,0,0,1,-1,0,0,JohnWolfe
667,-1.0,1,1,-1,1,-1,0,0,0,0,1,0,0,0,0,JohnWolfe
668,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,JohnWolfe
669,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,JohnWolfe
670,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,JohnWolfe
671,-1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,JohnWolfe
672,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,JohnWolfe
673,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,JohnWolfe
674,-1.0,-1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,JohnWolfe
675,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,1,0,JohnWolfe
676,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,JohnWolfe
677,-1.0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,JohnWolfe
678,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,JohnWolfe
679,-1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,JohnWolfe
680,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,LayItDownGaming
681,1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,LayItDownGaming
682,1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,1,0,LayItDownGaming
683,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,LayItDownGaming
684,1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,-1,0,LayItDownGaming
685,1.0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,LayItDownGaming
686,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,LayItDownGaming
687,1.0,1,1,1,1,0,0,0,0,0,0,-1,1,1,0,LayItDownGaming
688,1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,-1,0,LayItDownGaming
689,1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,LayItDownGaming
690,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,LayItDownGaming
691,1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,-1,0,LayItDownGaming
692,1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,0,0,LayItDownGaming
693,1.0,-1,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,LayItDownGaming
694,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,0,0,LayItDownGaming
695,1.0,1,0,1,0,0,0,0,0,1,-1,0,0,0,0,LayItDownGaming
696,1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,1,0,LayItDownGaming
697,1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,-1,0,LayItDownGaming
698,1.0,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,LayItDownGaming
699,1.0,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,LayItDownGaming
700,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,LayItDownGaming
701,1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,LayItDownGaming
702,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,LayItDownGaming
703,1.0,-1,-1,0,0,0,0,1,0,0,0,1,-1,-1,0,LayItDownGaming
704,1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,-1,0,LayItDownGaming
705,1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,LayItDownGaming
706,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,LayItDownGaming
707,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,1,0,LayItDownGaming
708,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,LayItDownGaming
709,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,LayItDownGaming
710,1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,LayItDownGaming
711,1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,LayItDownGaming
712,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,LayItDownGaming
713,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LayItDownGaming
714,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,LayItDownGaming
715,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,LayItDownGaming
716,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LayItDownGaming
717,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,LayItDownGaming
718,1.0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,LayItDownGaming
719,1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,LayItDownGaming
720,1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,LayItDownGaming
721,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,LayItDownGaming
722,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,LayItDownGaming
723,-1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,LayItDownGaming
724,-1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,LayItDownGaming
725,-1.0,0,0,-1,-1,0,-1,1,0,1,-1,0,0,0,0,LayItDownGaming
726,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,LayItDownGaming
727,-1.0,-1,-1,-1,-1,0,0,0,0,0,0,1,-1,0,0,LayItDownGaming
728,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,LayItDownGaming
729,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,LayItDownGaming
730,-1.0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,LayItDownGaming
731,-1.0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,LayItDownGaming
732,-1.0,0,0,-1,1,-1,0,1,0,0,1,0,-1,0,0,LayItDownGaming
733,-1.0,0,0,-1,1,-1,0,1,0,0,1,0,-1,0,0,LayItDownGaming
734,-1.0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,LayItDownGaming
735,-1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,LayItDownGaming
736,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,LayItDownGaming
737,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,LayItDownGaming
738,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,LayItDownGaming
739,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,LayItDownGaming
740,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,LayItDownGaming
741,-1.0,1,1,0,0,0,0,-1,0,0,-1,0,1,1,0,LayItDownGaming
742,-1.0,1,1,0,0,0,0,-1,0,0,0,-1,1,1,0,LayItDownGaming
743,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,LayItDownGaming
744,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,LayItDownGaming
745,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,LayItDownGaming
746,-1.0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,LayItDownGaming
747,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,LayItDownGaming
748,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LayItDownGaming
749,-1.0,-1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,LayItDownGaming
750,-1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,LayItDownGaming
751,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,LayItDownGaming
752,-1.0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,LayItDownGaming
753,-1.0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,LayItDownGaming
754,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LayItDownGaming
755,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,LayItDownGaming
756,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,LayItDownGaming
757,-1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,LayItDownGaming
758,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,LayItDownGaming
759,-1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,LayItDownGaming
760,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,LayItDownGaming
761,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,LayItDownGaming
762,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,LiteWeightGaming
763,1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,LiteWeightGaming
764,1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,LiteWeightGaming
765,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,LiteWeightGaming
766,1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,LiteWeightGaming
767,1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,LiteWeightGaming
768,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,LiteWeightGaming
769,1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,0,0,LiteWeightGaming
770,1.0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,LiteWeightGaming
771,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,LiteWeightGaming
772,1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,LiteWeightGaming
773,1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,LiteWeightGaming
774,1.0,0,1,0,1,1,-1,0,0,0,0,0,1,0,0,LiteWeightGaming
775,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,1,0,LiteWeightGaming
776,1.0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,LiteWeightGaming
777,1.0,0,0,-1,1,-1,0,1,0,0,1,0,-1,1,0,LiteWeightGaming
778,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,LiteWeightGaming
779,1.0,1,1,0,1,0,0,-1,0,0,0,0,1,1,0,LiteWeightGaming
780,1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,LiteWeightGaming
781,1.0,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,LiteWeightGaming
782,1.0,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,LiteWeightGaming
783,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,LiteWeightGaming
784,1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,LiteWeightGaming
785,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,LiteWeightGaming
786,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,LiteWeightGaming
787,1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,LiteWeightGaming
788,1.0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,LiteWeightGaming
789,1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,LiteWeightGaming
790,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,LiteWeightGaming
791,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,1,0,LiteWeightGaming
792,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LiteWeightGaming
793,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,LiteWeightGaming
794,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,LiteWeightGaming
795,1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,LiteWeightGaming
796,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,1,0,LiteWeightGaming
797,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,1,0,LiteWeightGaming
798,1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,LiteWeightGaming
799,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,LiteWeightGaming
800,1.0,0,0,1,1,0,1,0,0,0,-1,1,0,0,0,LiteWeightGaming
801,1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,LiteWeightGaming
802,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,LiteWeightGaming
803,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,LiteWeightGaming
804,1.0,0,0,1,1,0,1,0,0,0,-1,1,0,0,0,LiteWeightGaming
805,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,1,0,LiteWeightGaming
806,1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,LiteWeightGaming
807,1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,LiteWeightGaming
808,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,LiteWeightGaming
809,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,LiteWeightGaming
810,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,LiteWeightGaming
811,-1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,LiteWeightGaming
812,-1.0,-1,0,1,0,0,1,0,0,0,0,0,0,-1,0,LiteWeightGaming
813,-1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,LiteWeightGaming
814,-1.0,0,0,-1,-1,0,-1,1,0,1,-1,0,0,-1,0,LiteWeightGaming
815,-1.0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,LiteWeightGaming
816,-1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,LiteWeightGaming
817,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,LiteWeightGaming
818,-1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,LiteWeightGaming
819,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,0,0,LiteWeightGaming
820,-1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,-1,0,LiteWeightGaming
821,-1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,0,0,LiteWeightGaming
822,-1.0,-1,0,-1,-1,0,0,-1,0,0,-1,1,0,-1,0,LiteWeightGaming
823,-1.0,1,0,1,1,0,0,1,0,0,1,-1,0,0,0,LiteWeightGaming
824,-1.0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,LiteWeightGaming
825,-1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,0,0,LiteWeightGaming
826,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,-1,0,LiteWeightGaming
827,-1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,LiteWeightGaming
828,-1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,LiteWeightGaming
829,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,LiteWeightGaming
830,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,LiteWeightGaming
831,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,LiteWeightGaming
832,-1.0,0,1,0,1,1,-1,0,0,0,0,0,1,0,0,LiteWeightGaming
833,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,LiteWeightGaming
834,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,LiteWeightGaming
835,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,-1,0,LiteWeightGaming
836,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,LiteWeightGaming
837,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,LiteWeightGaming
838,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LiteWeightGaming
839,-1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,LiteWeightGaming
840,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,LiteWeightGaming
841,-1.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,LiteWeightGaming
842,-1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,LiteWeightGaming
843,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LiteWeightGaming
844,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,LiteWeightGaming
845,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,LiteWeightGaming
846,-1.0,0,0,1,1,0,1,0,0,0,-1,1,0,0,0,LiteWeightGaming
847,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,-1,0,LiteWeightGaming
848,-1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,0,0,LiteWeightGaming
849,-1.0,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,LiteWeightGaming
850,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,LiteWeightGaming
851,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,LiteWeightGaming
852,-1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,LiteWeightGaming
853,-1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,LiteWeightGaming
854,-1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,LiteWeightGaming
855,-1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,LiteWeightGaming
856,1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,Markiplier
857,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,Markiplier
858,1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Markiplier
859,1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,Markiplier
860,1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,Markiplier
861,1.0,0,1,0,1,1,-1,0,0,0,0,0,1,0,0,Markiplier
862,1.0,-1,0,-1,1,0,-1,1,0,0,0,1,0,1,0,Markiplier
863,1.0,-1,0,1,-1,1,0,-1,0,-1,1,-1,0,-1,0,Markiplier
864,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,Markiplier
865,1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,Markiplier
866,1.0,0,1,0,1,1,-1,0,0,0,0,0,1,1,0,Markiplier
867,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Markiplier
868,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,Markiplier
869,1.0,-1,0,-1,-1,0,0,-1,0,0,-1,1,0,0,0,Markiplier
870,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,Markiplier
871,1.0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,Markiplier
872,1.0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,Markiplier
873,1.0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,Markiplier
874,1.0,0,0,1,1,0,0,0,-1,0,0,0,1,1,0,Markiplier
875,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,Markiplier
876,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,Markiplier
877,1.0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,Markiplier
878,1.0,1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Markiplier
879,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Markiplier
880,1.0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,Markiplier
881,1.0,0,0,1,1,0,0,0,-1,0,0,0,1,0,0,Markiplier
882,1.0,0,0,0,0,0,-1,0,0,0,1,-1,0,1,0,Markiplier
883,1.0,0,0,-1,-1,0,0,0,1,0,0,0,-1,0,0,Markiplier
884,1.0,0,0,1,1,0,0,0,-1,0,0,0,1,0,0,Markiplier
885,1.0,0,0,0,0,0,-1,0,0,0,1,-1,0,1,0,Markiplier
886,1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Markiplier
887,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Markiplier
888,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Markiplier
889,1.0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,Markiplier
890,1.0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,Markiplier
891,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Markiplier
892,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,Markiplier
893,1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,Markiplier
894,1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,Markiplier
895,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Markiplier
896,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,Markiplier
897,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,Markiplier
898,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,Markiplier
899,-1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,Markiplier
900,-1.0,-1,0,1,0,0,1,0,0,0,0,0,0,-1,0,Markiplier
901,-1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,Markiplier
902,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,Markiplier
903,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,Markiplier
904,-1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,Markiplier
905,-1.0,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,Markiplier
906,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,Markiplier
907,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Markiplier
908,-1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,-1,0,Markiplier
909,-1.0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,Markiplier
910,-1.0,1,0,1,1,0,0,1,0,0,1,-1,0,0,0,Markiplier
911,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,Markiplier
912,-1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,Markiplier
913,-1.0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,Markiplier
914,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,Markiplier
915,-1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,Markiplier
916,-1.0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,Markiplier
917,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,Markiplier
918,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Markiplier
919,-1.0,-1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Markiplier
920,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Markiplier
921,-1.0,-1,0,1,1,0,-1,0,0,0,0,-1,1,0,0,Markiplier
922,-1.0,0,0,0,0,0,1,0,0,0,-1,1,0,-1,0,Markiplier
923,-1.0,-1,0,1,1,0,-1,0,0,0,0,-1,1,0,0,Markiplier
924,-1.0,1,0,-1,-1,0,1,0,0,0,0,1,-1,0,0,Markiplier
925,-1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,Markiplier
926,-1.0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,Markiplier
927,-1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,Markiplier
928,-1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Markiplier
929,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Markiplier
930,-1.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,Markiplier
