,Fear_UTER,Area_size,Ceiling_height,Light_contrast,Light_levels,Light_temperature,Blocked_path,Empty_room,Hiding_place,Interior_arrangement,Triggers_present,Battery_present,Note_present,Event,Cutscene,Channel_id
311,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Jacksepticeye
312,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,JazzyGuns
313,1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,JazzyGuns
314,1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,JazzyGuns
315,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,0,JazzyGuns
316,1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,JazzyGuns
317,1.0,0,0,1,1,0,0,0,0,0,0,0,-1,0,1,JazzyGuns
318,1.0,1,1,1,1,0,0,0,0,0,0,-1,1,0,0,JazzyGuns
319,1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,JazzyGuns
320,1.0,1,0,0,0,0,0,1,0,0,1,0,-1,1,0,JazzyGuns
321,1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,JazzyGuns
322,1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,JazzyGuns
323,1.0,1,0,0,0,1,1,-1,0,-1,0,0,1,0,0,JazzyGuns
324,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,JazzyGuns
325,1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,JazzyGuns
326,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,JazzyGuns
327,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,JazzyGuns
328,1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,JazzyGuns
329,1.0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,JazzyGuns
330,1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,JazzyGuns
331,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,JazzyGuns
332,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,JazzyGuns
333,1.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,JazzyGuns
334,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,JazzyGuns
335,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,JazzyGuns
336,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,JazzyGuns
337,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,JazzyGuns
338,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,-1,0,JazzyGuns
339,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JazzyGuns
340,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,JazzyGuns
341,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,JazzyGuns
342,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,JazzyGuns
343,1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,JazzyGuns
344,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,JazzyGuns
345,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,JazzyGuns
346,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,JazzyGuns
347,-1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,JazzyGuns
348,-1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,JazzyGuns
349,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,JazzyGuns
350,-1.0,-1,-1,-1,-1,0,0,0,0,0,0,1,-1,0,0,JazzyGuns
351,-1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,JazzyGuns
352,-1.0,1,1,0,1,0,0,0,0,1,-1,0,1,0,0,JazzyGuns
353,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,1,0,JazzyGuns
354,-1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,JazzyGuns
355,-1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,-1,0,JazzyGuns
356,-1.0,1,0,0,0,-1,1,0,0,0,0,0,-1,0,0,JazzyGuns
357,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,JazzyGuns
358,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,JazzyGuns
359,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,JazzyGuns
360,-1.0,0,1,0,1,1,-1,0,0,0,0,0,1,0,0,JazzyGuns
361,-1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,JazzyGuns
362,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,JazzyGuns
363,-1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,JazzyGuns
364,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,JazzyGuns
365,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,JazzyGuns
366,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,JazzyGuns
367,-1.0,0,0,1,1,0,-1,0,-1,0,0,0,1,0,0,JazzyGuns
368,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,JazzyGuns
369,-1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,JazzyGuns
370,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,1,0,JazzyGuns
371,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,JazzyGuns
372,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,JazzyGuns
373,-1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,JazzyGuns
374,-1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,JazzyGuns
375,-1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,JazzyGuns
376,-1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,JazzyGuns
377,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,JazzyGuns
378,1.0,-1,0,1,0,1,0,0,0,0,-1,0,1,-1,0,JohnWolfe
379,1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,JohnWolfe
380,1.0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,0,JohnWolfe
381,1.0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,JohnWolfe
382,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,JohnWolfe
383,1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,JohnWolfe
384,1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,-1,0,JohnWolfe
385,1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,JohnWolfe
386,1.0,0,0,1,-1,-1,-1,0,0,1,0,0,-1,0,0,JohnWolfe
387,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,JohnWolfe
388,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,JohnWolfe
389,1.0,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,0,JohnWolfe
390,1.0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,JohnWolfe
391,1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,JohnWolfe
392,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,JohnWolfe
393,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,-1,0,JohnWolfe
394,1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,1,0,JohnWolfe
395,1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,JohnWolfe
396,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,JohnWolfe
397,-1.0,-1,0,1,0,0,1,0,0,0,0,0,0,-1,0,JohnWolfe
398,-1.0,0,0,-1,-1,0,-1,1,0,1,-1,0,0,0,0,JohnWolfe
399,-1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,JohnWolfe
400,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,1,0,JohnWolfe
401,-1.0,0,0,-1,1,-1,0,1,0,0,1,0,-1,0,0,JohnWolfe
402,-1.0,0,0,-1,1,1,1,0,0,-1,0,0,1,0,0,JohnWolfe
403,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,JohnWolfe
404,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,JohnWolfe
405,-1.0,1,1,0,0,0,0,-1,0,0,-1,0,1,0,0,JohnWolfe
406,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,JohnWolfe
407,-1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,JohnWolfe
408,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,JohnWolfe
409,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,JohnWolfe
410,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,JohnWolfe
411,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,JohnWolfe
412,-1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,JohnWolfe
413,-1.0,0,0,-1,1,1,1,0,0,-1,0,0,1,0,0,JohnWolfe
414,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,JohnWolfe
415,-1.0,0,0,-1,1,1,1,0,0,-1,0,0,1,0,0,JohnWolfe
416,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,LayItDownGaming
417,1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,1,0,LayItDownGaming
418,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,LayItDownGaming
419,1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,LayItDownGaming
420,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,LayItDownGaming
421,1.0,1,1,1,0,1,0,-1,0,0,-1,0,1,-1,0,LayItDownGaming
422,1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,LayItDownGaming
423,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,LayItDownGaming
424,1.0,-1,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,LayItDownGaming
425,1.0,1,0,1,0,0,0,0,0,1,-1,0,0,0,0,LayItDownGaming
426,1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,1,0,LayItDownGaming
427,1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,-1,0,LayItDownGaming
428,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,LayItDownGaming
429,1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,LayItDownGaming
430,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,LayItDownGaming
431,1.0,-1,-1,0,0,0,0,1,0,0,0,1,-1,-1,0,LayItDownGaming
432,1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,LayItDownGaming
433,1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,LayItDownGaming
434,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,LayItDownGaming
435,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,LayItDownGaming
436,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,1,0,LayItDownGaming
437,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,LayItDownGaming
438,1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,LayItDownGaming
439,1.0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,LayItDownGaming
440,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,LayItDownGaming
441,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,LayItDownGaming
442,1.0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,LayItDownGaming
443,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LayItDownGaming
444,1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,LayItDownGaming
445,1.0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,LayItDownGaming
446,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,LayItDownGaming
447,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,LayItDownGaming
448,1.0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,LayItDownGaming
449,1.0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,LayItDownGaming
450,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,LayItDownGaming
451,-1.0,-1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,LayItDownGaming
452,-1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,LayItDownGaming
453,-1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,LayItDownGaming
454,-1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,-1,0,LayItDownGaming
455,-1.0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,0,LayItDownGaming
456,-1.0,0,0,-1,-1,0,-1,1,0,1,-1,0,0,0,0,LayItDownGaming
457,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,LayItDownGaming
458,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,LayItDownGaming
459,-1.0,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,LayItDownGaming
460,-1.0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,LayItDownGaming
461,-1.0,0,0,-1,1,-1,0,1,0,0,1,0,-1,0,0,LayItDownGaming
462,-1.0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,LayItDownGaming
463,-1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,LayItDownGaming
464,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,LayItDownGaming
465,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,LayItDownGaming
466,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,LayItDownGaming
467,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,LayItDownGaming
468,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,LayItDownGaming
469,-1.0,1,1,0,0,0,0,-1,0,0,0,-1,1,1,0,LayItDownGaming
470,-1.0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,LayItDownGaming
471,-1.0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,LayItDownGaming
472,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,LayItDownGaming
473,-1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,LayItDownGaming
474,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LayItDownGaming
475,-1.0,-1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,LayItDownGaming
476,-1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,LayItDownGaming
477,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,LayItDownGaming
478,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,LayItDownGaming
479,-1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LayItDownGaming
480,-1.0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,LayItDownGaming
481,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,LayItDownGaming
482,-1.0,0,0,1,1,0,1,0,0,0,-1,0,0,0,0,LayItDownGaming
483,-1.0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,LayItDownGaming
484,1.0,1,0,-1,-1,0,-1,0,0,1,0,0,0,1,0,LiteWeightGaming
485,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,LiteWeightGaming
486,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,LiteWeightGaming
487,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,LiteWeightGaming
488,1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,LiteWeightGaming
489,1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,0,0,LiteWeightGaming
490,1.0,-1,0,-1,-1,0,0,-1,0,0,-1,1,0,-1,0,LiteWeightGaming
491,1.0,-1,-1,0,-1,0,0,1,0,0,0,0,-1,0,0,LiteWeightGaming
492,1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,LiteWeightGaming
493,1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,LiteWeightGaming
494,1.0,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,LiteWeightGaming
495,1.0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,1,0,LiteWeightGaming
496,1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,LiteWeightGaming
497,1.0,1,1,0,0,0,0,-1,0,0,-1,0,1,0,0,LiteWeightGaming
498,1.0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,LiteWeightGaming
499,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,LiteWeightGaming
500,1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,LiteWeightGaming
501,1.0,0,0,0,0,0,-1,0,1,0,0,1,0,1,0,LiteWeightGaming
502,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LiteWeightGaming
503,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,LiteWeightGaming
504,1.0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,LiteWeightGaming
505,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,LiteWeightGaming
506,1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,LiteWeightGaming
507,1.0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,LiteWeightGaming
508,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LiteWeightGaming
509,1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,0,0,LiteWeightGaming
510,1.0,0,0,1,1,0,1,-1,0,-1,1,0,0,1,1,LiteWeightGaming
511,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,LiteWeightGaming
512,-1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,LiteWeightGaming
513,-1.0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,LiteWeightGaming
514,-1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,LiteWeightGaming
515,-1.0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,LiteWeightGaming
516,-1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,LiteWeightGaming
517,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,LiteWeightGaming
518,-1.0,0,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,LiteWeightGaming
519,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,0,0,LiteWeightGaming
520,-1.0,0,0,-1,1,-1,0,1,0,0,1,0,-1,1,0,LiteWeightGaming
521,-1.0,1,0,1,1,0,0,1,0,0,1,-1,0,0,0,LiteWeightGaming
522,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,-1,0,LiteWeightGaming
523,-1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,LiteWeightGaming
524,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,LiteWeightGaming
525,-1.0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,LiteWeightGaming
526,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,LiteWeightGaming
527,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,LiteWeightGaming
528,-1.0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,LiteWeightGaming
529,-1.0,1,0,0,0,0,1,0,0,0,0,1,-1,-1,0,LiteWeightGaming
530,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,LiteWeightGaming
531,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LiteWeightGaming
532,-1.0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,LiteWeightGaming
533,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,LiteWeightGaming
534,-1.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,LiteWeightGaming
535,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,LiteWeightGaming
536,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,LiteWeightGaming
537,-1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,LiteWeightGaming
538,1.0,0,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,Markiplier
539,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,Markiplier
540,1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,0,Markiplier
541,1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,0,0,Markiplier
542,1.0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,Markiplier
543,1.0,0,0,1,1,0,0,0,0,0,0,0,-1,0,1,Markiplier
544,1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,Markiplier
545,1.0,-1,0,-1,1,0,-1,1,0,0,0,1,0,1,0,Markiplier
546,1.0,-1,0,1,-1,1,0,-1,0,-1,1,-1,0,-1,0,Markiplier
547,1.0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,Markiplier
548,1.0,0,1,0,1,1,-1,0,0,0,0,0,1,1,0,Markiplier
549,1.0,-1,0,-1,-1,0,0,-1,0,0,-1,1,0,0,0,Markiplier
550,1.0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,Markiplier
551,1.0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,Markiplier
552,1.0,0,0,1,1,0,0,0,-1,0,0,0,1,1,0,Markiplier
553,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,Markiplier
554,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,Markiplier
555,1.0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,Markiplier
556,1.0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,Markiplier
557,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Markiplier
558,1.0,0,0,-1,-1,0,0,0,1,0,0,0,-1,0,0,Markiplier
559,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Markiplier
560,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Markiplier
561,1.0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,Markiplier
562,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Markiplier
563,1.0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,Markiplier
564,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,Markiplier
565,-1.0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,Markiplier
566,-1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,Markiplier
567,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,Markiplier
568,-1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,Markiplier
569,-1.0,1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,Markiplier
570,-1.0,-1,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,Markiplier
571,-1.0,0,0,0,1,-1,0,0,0,1,-1,0,1,-1,0,Markiplier
572,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Markiplier
573,-1.0,-1,-1,-1,0,-1,0,1,0,0,1,0,-1,0,0,Markiplier
574,-1.0,1,0,1,1,0,0,1,0,0,1,-1,0,0,0,Markiplier
575,-1.0,1,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,Markiplier
576,-1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,Markiplier
577,-1.0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,Markiplier
578,-1.0,1,0,-1,-1,0,1,0,0,0,0,1,-1,-1,0,Markiplier
579,-1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,Markiplier
580,-1.0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,Markiplier
581,-1.0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,Markiplier
582,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,Markiplier
583,-1.0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Markiplier
584,-1.0,1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Markiplier
585,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Markiplier
586,-1.0,0,0,1,1,0,0,0,-1,0,0,0,1,0,0,Markiplier
587,-1.0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,Markiplier
588,-1.0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,Markiplier
589,-1.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,Markiplier
590,-1.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Markiplier
591,-1.0,1,1,0,1,0,0,-1,0,0,0,0,1,0,0,Markiplier
592,1.0,0,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,Marz
593,1.0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Marz
594,1.0,1,1,1,1,0,1,-1,0,-1,-1,0,0,0,0,Marz
595,1.0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,0,Marz
596,1.0,1,1,1,0,0,-1,0,0,1,-1,0,1,-1,-1,Marz
597,1.0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,Marz
598,1.0,-1,-1,0,-1,0,0,1,0,0,0,0,-1,-1,0,Marz
599,1.0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,Marz
600,1.0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,Marz
601,1.0,0,0,1,-1,1,0,-1,0,0,-1,0,1,0,0,Marz
602,1.0,0,0,-1,1,-1,0,1,0,0,1,0,-1,1,0,Marz
603,1.0,1,0,0,0,-1,1,0,0,0,0,0,-1,0,0,Marz
604,1.0,-1,0,1,-1,1,0,-1,0,-1,1,-1,0,0,0,Marz
605,1.0,1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,Marz
606,1.0,1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,Marz
607,1.0,0,0,1,0,0,0,-1,0,0,0,0,1,-1,0,Marz
608,1.0,0,1,0,1,1,-1,0,0,0,0,0,1,0,0,Marz
609,1.0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,Marz
610,1.0,0,0,1,1,0,0,0,-1,0,0,0,1,1,0,Marz
611,1.0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,Marz
612,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Marz
613,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Marz
614,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Marz
615,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Marz
616,1.0,-1,0,0,0,0,-1,0,1,0,0,1,0,1,0,Marz
617,1.0,1,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,Marz
618,1.0,-1,0,0,0,0,-1,0,0,0,0,-1,1,-1,0,Marz
619,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,Marz
620,-1.0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,Marz
621,-1.0,-1,0,1,0,0,1,0,0,0,0,0,0,-1,0,Marz
